"id","name","type","region","city","address","lat","lng","targetFish","tideNote","depthNote","bottomNote","methodNote","safetyStatus","sourceType","sourceUrl","sourceCheckedAt","originalId","originalPoint","note"
"rock-338","왕등도·위도 - 상왕등도 터널바위","rock-fishing-point","전라북도","부안군","전라북도 부안군","35.656167","","감성돔|넙치|돌돔|붕장어|우럭|참돔","조금 전·후","2.5m~5m","펄","▶감성돔 - 릴찌/ 장대/ 원투 ▶넙치 - 루어/ 원투▶돌돔 - 릴찌/ 장대/ 원투 ▶붕장어 - 원투▶우럭 - 릴찌/ 원투 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","338","POINT (873928.122905143 1740891.68577926)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-339","왕등도·위도 - 위도 철탑 부근","rock-fishing-point","전라북도","부안군","전라북도 부안군","35.577417","","감성돔|넙치|노래미|농어|숭어|우럭","중썰물~끝썰물","2.4m~3.3m","펄","▶감성돔 - 릴찌/ 장대/ 원투 ▶넙치 - 루어/ 원투▶노래미 - 루어/ 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌▶숭어 - 릴찌/ 장대/ 훌치기 ▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","339","POINT (887061.759377851 1731979.20460989)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-340","왕등도·위도 - 위도 미영금해수욕장 갯바위","rock-fishing-point","전라북도","부안군","전라북도 부안군","35.588861","","넙치|노래미|농어|숭어|우럭","중썰물~끝썰물","2.7m~3.5m","펄","▶넙치 - 루어/ 원투 ▶노래미-루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶숭어 - 릴찌/ 장대/ 훌치기▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","340","POINT (887659.1746235171 1733241.22766535)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-341","비금도·도초도 - 비금도 명사십리해수욕장 갯바위","rock-fishing-point","전라남도","신안군","전라남도 신안군","34.788611","","노래미|농어|돌돔|볼락|붕장어|우럭|참돔","날물","5.2m~6.1m","펄","▶노래미 - 루어/ 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌▶돌돔 - 릴찌/ 장대/ 원투 ▶볼락 - 루어/ 릴찌/ 장대▶붕장어 - 원투 ▶우럭 - 릴찌/ 원투 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","341","POINT (858450.3066794911 1644876.7899499)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-342","비금도·도초도 - 비금도 가산리 진골 갯바위","rock-fishing-point","전라남도","신안군","전라남도 신안군","34.773500","","감성돔|농어|돌돔|참돔","초들물~중들물","1.3m~1.7m","펄/ 모래","▶감성돔 - 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌▶돌돔 - 릴찌/ 장대/ 원투 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","342","POINT (862662.0862835811 1643136.5694544)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-343","흑산도·삼태도 - 대흑산도 정촌리 홈통 부근","rock-fishing-point","전라남도","신안군","전라남도 신안군","34.671611","","감성돔|농어|돌돔|볼락|붕장어|참돔|학공치","들물","2.2m~3.7m","모래/ 조개껍질","▶감성돔 - 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌▶돌돔 - 릴찌/ 장대/ 원투 ▶볼락 - 루어/ 릴찌/ 장대▶붕장어 - 원투 ▶참돔 - 부력/ 잠수 ▶학공치 - 장대/ 릴찌","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","343","POINT (811185.40137422 1632744.12276925)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-344","금오도·안도 - 금오도 매봉산 직벽","rock-fishing-point","전라남도","여수시","전라남도 여수시","34.503750","","감성돔|갑오징어|농어|벵에돔|볼락|학공치","9물~13물/ 날물 전·후","28m~30m","펄","▶감성돔 - 릴찌/ 장대/ 원투 ▶갑오징어 - 에깅▶농어 - 루어/ 릴찌 ▶벵에돔 - 목줄/ 장대/ 부력/ 잠수▶볼락 - 루어/ 릴찌/ 장대 ▶학공치 - 릴찌/ 장대","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","344","POINT (1021567.71441547 1612223.10400327)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-345","사량도 - 상사량도 염소자리","rock-fishing-point","경상남도","통영시","경상남도 통영시","34.826722","","감성돔|볼락|농어|우럭|참돔","7물~12물","7m~8m","자갈","▶감성돔 - 릴찌/ 장대/ 원투 ▶볼락 - 루어/ 릴찌/ 장대▶농어 - 루어/ 릴찌 ▶우럭 - 릴찌/ 원투 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","345","POINT (1063068.67434542 1648229.26244147)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-346","사량도 - 상사량도 돈지항 부근 갯바위","rock-fishing-point","경상남도","통영시","경상남도 통영시","34.836139","","감성돔|농어|노래미|우럭|볼락|붕장어","13물~6물","7.5m~10m","조개껍질/ 펄","▶감성돔 - 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌▶노래미 - 루어/ 릴찌/ 장대/ 원투 ▶우럭 - 릴찌/ 원투▶볼락 - 루어/ 릴찌/ 장대 ▶붕장어 - 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","346","POINT (1062030.31240562 1649266.49990604)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-347","사천대교 부근 - 환덕리 묵곡천","rock-fishing-point","경상남도","사천시","경상남도 사천시","35.050071","","참돔|농어|우럭|볼락|노래미|붕장어","초들물~중날물","-1.7~-2.1m","펄","▶ 참돔 - 부력/ 잠수▶ 농어 - 루어/ 릴찌▶ 우럭 - 릴찌/ 원투▶ 볼락 - 릴찌/ 장대/ 루어▶ 노래미 - 루어/ 릴찌/ 장대/ 원투▶ 붕장어 - 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","347","POINT (1046494.48349668 1672899.53109074)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-348","진주만 부근 - 초양도 남동측","rock-fishing-point","경상남도","사천시","경상남도 사천시","34.924701","","감성돔|노래미|볼락|농어|도다리|갑오징어","13물-4물/ 초들물","5.7~10.4m","암","▶ 감성돔 - 릴찌/ 장대/ 원투▶ 노래미 - 루어/ 릴찌/ 장대/ 원투▶ 볼락 - 릴찌/ 장대/ 루어▶ 농어 - 루어/ 릴찌▶ 도다리 - 원투▶ 갑오징어 - 에깅","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","348","POINT (1049841.53470053 1659013.65234094)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-349","갈도 부근 - 삼각여","rock-fishing-point","경상남도","통영시","경상남도 통영시","34.565787","","감성돔|돌돔|볼락|무늬오징어","2물~8물/ 사리 전후","3.4~8.4m","암","▶ 감성돔 - 릴찌/ 장대/ 원투▶ 돌돔 - 릴찌/ 장대/ 원투▶ 볼락 - 릴찌/ 장대/ 루어 ▶ 무늬오징어 - 릴찌/ 에깅","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","349","POINT (1063184.87995003 1619292.70614727)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-350","연화도 부근 - 연화항 인근 갯바위","rock-fishing-point","경상남도","통영시","경상남도 통영시","34.651647","","참돔|감성돔|볼락|벵에돔|농어","초들물/ 초날물/ 5물~6물/ 조금","4.4~9.7m","암","▶ 참돔 - 부력/ 잠수▶ 감성돔 - 릴찌/ 장대/ 원투▶ 볼락 - 릴찌/ 장대/ 루어▶ 벵에돔 - 목줄/ 장대/ 부력/ 잠수▶ 농어 - 루어/ 릴찌","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","350","POINT (1077999.39617125 1628927.55839993)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-351","개야도 - 사수건 철탑 갯바위","rock-fishing-point","전라북도","군산시","전라북도 군산시","36.037083","","망농어|부세|감성돔|백조기","초들물~중날물","1.2~2.0","모래/ 펄","▶망농어 - 루어/ 릴찌▶부세 - 릴찌/ 원투▶감성돔 - 릴찌/ 장대/ 원투▶백조기 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","351","POINT (913409.148457006 1782673.85589081)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-352","노화도·보길도·소안도 - 소안도 농서 부근 갯바위","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.122861","","감성돔|돌돔|농어|벵에돔|우럭|참돔","사리 전·후","5.5m~6.3m","가는 모래/ 자갈","▶감성돔 - 릴찌/ 장대/ 원투 ▶돌돔 - 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶벵에돔 - 목줄/ 장대/ 부력/ 잠수▶우럭 - 릴찌/ 원투 ▶ 참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","352","POINT (920530.3277170131 1570298.96662178)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-353","나로도 - 내나로도 고막포 부근 갯바위","rock-fishing-point","전라남도","고흥군","전라남도 고흥군","34.508333","","감성돔|농어|도다리|볼락|숭어|학공치","간조~초들물","4.8m~5m","바위","▶감성돔 - 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌▶도다리 - 원투 ▶볼락 - 루어/ 릴찌/ 장대▶숭어 - 릴찌/ 장대/ 훌치기 ▶학공치 - 릴찌/ 장대","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","353","POINT (999087.162655664 1612706.33262128)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-354","손죽열도 부근 - 소거문 북단","rock-fishing-point","전라남도","여수시","전라남도 여수시","34.297607","","감성돔|참돔|돌돔|우럭|노래미|농어|숭어|삼치|문어","사리 전후/ 10~5물","7.3~9.9m","암","▶ 감성돔 - 릴찌/ 장대/ 원투▶ 참돔 - 부력/ 잠수▶ 돌돔 - 릴찌/ 장대/ 원투▶ 우럭 - 릴찌/ 원투▶ 노래미 - 루어/ 릴찌/ 장대/ 원투▶ 농어 - 루어/ 릴찌▶ 숭어 - 릴찌/ 장대/ 훌치기▶ 삼치 - 루어/ 릴찌▶ 문어 - 루어","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","354","POINT (990476.609304808 1589344.70321318)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-355","금당도 - 금당도 목섬 철탑밑","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.399972","","감성돔|볼락|노래미|농어|도다리|학공치","초들물~중날물","0.4~4.2","암","▶감성돔 - 릴찌/ 장대/ 원투▶볼락 - 릴찌/ 장대/ 루어▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌▶도다리 - 원투▶학공치 - 릴찌/ 장대","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","355","POINT (959616.966605161 1600778.00870708)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-356","대청도·소청도 - 대청도 서풍받이 끝","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.798667","","넙치|노래미|농어|삼치|쏨뱅이|우럭","사리 전후","3.7m~7m","바위","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶삼치 - 루어/ 릴찌▶쏨뱅이 - 루어/ 릴찌 ▶우럭 - 루어/ 릴찌","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","356","POINT (751972.751510308 1981400.70841705)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-357","장봉도 - 채석장 부근","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.559556","","넙치|노래미|망둑어|숭어|붕장어|우럭","조금 전·후/ 3물~5물","1.3m~3.7m","모래","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투 ▶망둑어 - 원투 ▶숭어 - 릴찌/ 장대/ 훌치기 ▶붕장어 - 원투 ▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","357","POINT (895123.1710224941 1951796.14387051)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-358","덕적도·소야도 - 덕적도 능동자갈마당 갯바위","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.264639","","넙치|노래미|농어|붕장어|우럭","모래","2m~3m","모래","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶붕장어 - 원투▶우럭 - 루어/ 릴찌","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","358","POINT (876119.3814729931 1919329.88476371)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-362","백아도·굴업도 - 굴업도 해수욕장 동쪽 갯바위","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.195111","","넙치|노래미|농어|붕장어|우럭","들물","2.5m~3m","모래/ 펄","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶붕장어 - 원투▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","362","POINT (866193.089790393 1911766.42313207)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-363","추자도 - 하추자도 오지박 입구","rock-fishing-point","제주특별자치도","제주시","제주특별자치도 제주시","33.953583","","감성돔|돌돔|자리돔|농어|볼락|참돔","들물/썰물","0~2.0","펄/ 모래","▶감성돔 - 릴찌/ 장대/ 원투▶돌돔 - 민장대/ 릴찌/ 원투▶자리돔 - 장대/ 카드▶농어 - 루어/ 릴찌▶볼락 - 루어/ 릴찌/ 장대▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","363","POINT (890346.231592869 1551828.69195592)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-364","이작도·승봉도 - 대이작도 작은풀안해수욕장 정자 부근","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.168444","","넙치|우럭","조금 전·후","1.2m~1.9m","가는 모래","▶넙치 - 루어/ 원투 ▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","364","POINT (889884.056471457 1908463.84654154)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-365","말도·방축도 - 방축도 독립문바위","rock-fishing-point","전라북도","군산시","전라북도 군산시","35.846611","","감성돔|넙치|농어|우럭|부시리|참돔","중들물~만조시","2.3m~3m","가는 모래","▶감성돔 - 릴찌/ 장대/ 원투 ▶넙치 - 루어/ 원투▶농어 - 루어/ 릴찌 ▶우럭 - 릴찌/ 원투▶부시리 - 부력/ 잠수/ 지깅 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","365","POINT (897583.0598159641 1761714.23401203)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-366","여서도·거문도 - 거문도 취곶 부근 갯바위","rock-fishing-point","전라남도","여수시","전라남도 여수시","34.052861","","감성돔|돌돔|농어|벵에돔|볼락|참돔","들물/ 날물 전·후","3.7m~5.1m","침니/ 모래","▶감성돔 - 릴찌/ 장대/ 원투 ▶돌돔 - 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶벵에돔 - 목줄/ 장대/ 부력/ 잠수▶볼락 - 루어/ 릴찌/ 장대 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","366","POINT (979316.634616376 1562224.76909088)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-367","자은도 - 상장고지단 갯바위","rock-fishing-point","전라남도","신안군","전라남도 신안군","34.934278","","감성돔|숭어|농어","초들물~중날","1.8~1.9","펄","▶감성돔 - 릴찌/ 장대/ 원투 ▶숭어 - 릴찌/ 장대/ 훌치기 ▶농어 - 루어/ 릴찌","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","367","POINT (868234.1232710769 1660889.86990482)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-368","개도·하의도·신의도 - 거북바위","rock-fishing-point","전라남도","신안군","전라남도 신안군","34.604361","","농어|붕장어|감성돔","조금 전후","2.2~5.8","펄","▶농어 - 루어/ 릴찌▶붕장어 - 원투▶감성돔 - 릴찌/ 장대/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","368","POINT (867497.171600242 1624303.69299032)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-369","원산도·삽시도 - 삽시도 물망터","rock-fishing-point","충청남도","보령시","충청남도 보령시","36.333667","","감성돔|갑오징어|넙치|농어|우럭|주꾸미","조금 전·후","1.6m~2.5m","모래/ 조개껍질","▶감성돔 - 릴찌/ 장대/ 원투 ▶갑오징어 - 에깅 ▶넙치 - 루어/ 원투▶농어 - 루어/ 릴찌 ▶우럭 - 릴찌/ 원투 ▶주꾸미 - 루어","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","369","POINT (895951.840348352 1815766.71639125)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-370","진주만 부근 - 삼천포대교 밑 갯바위","rock-fishing-point","경상남도","사천시","경상남도 사천시","34.925697","","감성돔|노래미|볼락|농어|도다리|갑오징어","13물-4물/ 초들물","1.2~11.1m","암","▶ 감성돔 - 릴찌/ 장대/ 원투▶ 노래미 - 루어/ 릴찌/ 장대/ 원투▶ 볼락 - 릴찌/ 장대/ 루어▶ 농어 - 루어/ 릴찌▶ 도다리 - 원투▶ 갑오징어 - 에깅","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","370","POINT (1050196.55665403 1659126.00152937)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-371","갈도 부근 - 똥여","rock-fishing-point","경상남도","통영시","경상남도 통영시","34.562166","","감성돔|돌돔|볼락|무늬오징어","2물~8물/ 사리 전후","3.4~13.8m","암","▶ 감성돔 - 릴찌/ 장대/ 원투▶ 돌돔 - 릴찌/ 장대/ 원투▶ 볼락 - 릴찌/ 장대/ 루어 ▶ 무늬오징어 - 릴찌/ 에깅","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","371","POINT (1063083.59748848 1618890.4793814)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-372","자월도 - 떡바위","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.262972","","넙치|우럭","들물/ 날물","1.3m~2m","모래","▶넙치 - 루어/ 원투 ▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","372","POINT (896723.6663522 1918865.98640967)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-373","덕적도·소야도 - 소야도 대금두(진대끝) 부근","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.208056","","노래미|농어|붕장어|숭어|우럭","모래/ 펄","20m~25m","모래/ 펄","▶노래미 - 루어/ 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌▶붕장어 - 원투 ▶숭어 - 릴찌/ 장대/ 훌치기 ▶우럭 - 루어/ 릴찌","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","373","POINT (884124.237477434 1912936.63350449)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-374","백아도·굴업도 - 백아도 서쪽 곶부리","rock-fishing-point","인천광역시","옹진군","인천광역시 옹진군","37.081222","","넙치|노래미|농어|붕장어|우럭","사리 전·후","7.6m~8m","바위","▶넙치 - 루어/ 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶농어 - 루어/ 릴찌 ▶붕장어 - 원투▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","374","POINT (861481.133804571 1899203.66195398)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-375","노화도·보길도·소안도 - 소안도 산호도 부근 갯바위","rock-fishing-point","전라남도","완도군","전라남도 완도군","34.187028","","감성돔|농어|노래미|우럭|볼락|학공치","사리 전·후","11.6m~12.2m","펄","▶감성돔 - 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌▶노래미 - 장대/ 루어/ 릴찌/ 원투 ▶우럭 - 릴찌/ 원투▶볼락 - 루어/ 릴찌/ 장대 ▶학공치 - 릴찌/ 장대","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","375","POINT (920303.731468503 1577416.54686372)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-376","거금도 - 공고지 갯바위","rock-fishing-point","전라남도","고흥군","전라남도 고흥군","34.422556","","감성돔|농어|도다리|노래미|볼락|우럭","초들물","3.5m~6.4m","펄","▶감성돔 - 릴찌/ 장대/ 원투 ▶농어 - 루어/ 릴찌▶도다리 - 원투 ▶노래미 - 루어/ 릴찌/ 장대/ 원투▶볼락 - 루어/ 릴찌/ 장대 ▶우럭 - 릴찌/ 원투","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","376","POINT (967244.385857359 1603252.29709899)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-377","여서도·거문도 - 거문도 코바위","rock-fishing-point","전라남도","여수시","전라남도 여수시","34.060222","","감성돔|돌돔|벵에돔|참돔|볼락|전갱이","들물/ 날물 전·후","14m ~ 16m","모래/ 자갈","▶감성돔 - 릴찌/ 장대/ 원투 ▶돌돔 - 릴찌/ 장대/ 원투▶벵에돔 - 목줄/ 장대/ 부력/ 잠수 ▶참돔 - 부력/ 잠수▶볼락 - 루어/ 릴찌/ 장대 ▶전갱이 - 루어/ 릴찌/ 장대","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","377","POINT (979690.119430184 1563040.157281)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
"rock-607","왕등도·위도 - 하왕등도 오지바위","rock-fishing-point","전라북도","부안군","전라북도 부안군","35.634583","","감성돔|넙치|돌돔|붕장어|우럭|참돔","조금 전·후","3.6m~6m","펄/ 모래/ 조개껍질","▶감성돔 - 릴찌/ 장대/ 원투 ▶넙치 - 루어/ 원투▶돌돔 - 릴찌/ 장대/ 원투 ▶붕장어 - 원투▶우럭 - 릴찌/ 원투 ▶참돔 - 부력/ 잠수","needs-check","MOF_SHARED_ROCK_FISHING_POINT","https://www.data.go.kr/data/15148580/fileData.do","2026-07-11","607","POINT (875441.0980454009 1738475.91317564)","공식 갯바위낚시포인트 데이터 기반. 갯바위 출입 가능 여부와 안전 통제는 현장 및 공식 안내 확인 필요."
